procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 0  0 7999444 146504  39424 809532    0    0     0    29 2179 5613  3  3 93  1  0 2023-12-08 01:49:15
 3  0 7999444 147248  39432 809572    0    0     0    14 2256 5898  3  4 93  0  0 2023-12-08 01:49:20
 1  0 7999436 146276  39440 809532    2    0     2     6 2239 5698  3  3 93  1  0 2023-12-08 01:49:25
 0  0 7999436 150968  39452 803948    0    0     1    59 2154 5542  3  4 93  0  0 2023-12-08 01:49:30
 1  0 7999436 150844  39460 803948    0    0     0    54 2196 5648  3  3 93  0  0 2023-12-08 01:49:35
 1  0 7999436 151308  39468 803528    0    0     0    34 2163 5592  3  4 93  0  0 2023-12-08 01:49:40
 0  0 7999436 147744  39500 808920    0    0     0    34 2217 5721  3  4 92  1  0 2023-12-08 01:49:45
 1  0 7999436 147124  39508 808976    0    0    19    12 2205 5735  4  3 93  1  0 2023-12-08 01:49:50
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 1  0 7999436 146692  39516 808960    0    0     0     6 2219 5743  3  4 92  0  0 2023-12-08 01:49:55
 0  0 7999436 146420  39524 808668    0    0     0     6 2171 5558  4  4 93  0  0 2023-12-08 01:50:00
 0  0 7999436 151312  39532 803400    0    0     0     4 2200 5677  3  4 92  0  0 2023-12-08 01:50:05
 2  0 7999436 150320  39540 803400    0    0     0     7 2321 5958  4  4 92  0  0 2023-12-08 01:50:10
 0  0 7999436 145236  39572 808948    0    0     1    80 2185 5617  4  3 92  1  0 2023-12-08 01:50:15
 0  0 7999436 144208  39580 809108    0    0     0    17 2248 5939  4  3 92  0  0 2023-12-08 01:50:20
 0  1 7999436 144480  39588 808908    0    0     0     6 2228 5764  4  4 92  1  0 2023-12-08 01:50:25
 0  0 7999436 149020  39596 803404    0    0     0     5 2151 5601  3  3 93  0  0 2023-12-08 01:50:30
 0  0 7999436 148432  39604 803404    0    0     0    50 2193 5669  3  3 93  0  0 2023-12-08 01:50:35
 0  0 7999436 148276  39612 803412    0    0     1     8 2160 5615  3  3 93  0  0 2023-12-08 01:50:40
 0  1 7999436 143192  39644 808956    0    0     6    34 2184 5663  4  3 92  1  0 2023-12-08 01:50:45
 0  0 7999436 142756  39652 808988    0    0     0    81 2246 5774  3  3 93  0  0 2023-12-08 01:50:50
 0  0 7999436 150940  39660 803508    0    0     0     8 2194 5634  3  4 93  0  0 2023-12-08 01:50:55
 0  0 7999436 147136  39668 808780    0    0     0     4 2111 5530  3  3 93  0  0 2023-12-08 01:51:00
 1  0 7999436 152276  39676 803448    0    0     0     8 2191 5680  3  3 93  0  0 2023-12-08 01:51:05
 1  0 7999436 150260  39684 803580    0    0    32     6 2195 5788  3  4 88  4  0 2023-12-08 01:51:10
 0  0 7999436 144992  39716 809152    0    0     0    34 2199 5670  3  3 93  1  0 2023-12-08 01:51:15
 0  0 7999436 143656  39788 809492    0    0    42    71 2550 6625  5  3 89  2  0 2023-12-08 01:51:20
 0  0 7999436 148864  39796 803868    0    0     0     6 2221 5706  3  3 93  0  0 2023-12-08 01:51:25
 0  0 7999436 147004  39804 803868    0    0     0    30 2186 5633  3  4 93  0  0 2023-12-08 01:51:30
 0  0 7999436 145312  39812 804068    0    0    40     6 2207 5704  3  4 93  0  0 2023-12-08 01:51:35
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 1  0 7999436 144600  39820 804220    0    0    30    56 2227 5737  3  3 93  1  0 2023-12-08 01:51:40
 0  0 7999436 140928  39844 809920    0    0    15   118 2185 5606  4  4 92  1  0 2023-12-08 01:51:45
 0  0 7999436 142292  39852 809884    0    0     0    24 2240 5828  4  4 92  0  0 2023-12-08 01:51:50
 0  0 7999436 147748  39860 804300    0    0     0     6 2170 5583  4  4 92  0  0 2023-12-08 01:51:55
 0  0 7999436 142136  39868 809636    0    0     0     5 2120 5553  4  3 93  0  0 2023-12-08 01:52:00
 3  0 7999436 146476  39876 804432    0    0     0    30 2222 5704  3  4 91  1  0 2023-12-08 01:52:05
 0  0 7999436 144724  39884 804432    0    0     0     4 2233 5817  4  4 92  0  0 2023-12-08 01:52:10
 0  0 7999436 140864  39916 810016    0    0     0    91 2213 5691  4  4 92  1  0 2023-12-08 01:52:15
 0  0 7999436 140772  39924 810060    0    0     0    17 2314 5997  4  4 92  0  0 2023-12-08 01:52:20
 0  0 7999436 148584  39932 804436    0    0     0   107 2266 5839  3  4 93  0  0 2023-12-08 01:52:25
 0  0 7999436 148460  39940 804436    0    0     0    14 2198 5728  3  4 93  0  0 2023-12-08 01:52:30
 1  0 7999436 148400  39948 804436    0    0     0     5 2425 6398  3  4 92  0  0 2023-12-08 01:52:35
 0  0 7999436 148368  39956 804436    0    0     0     4 2367 6257  3  4 92  0  0 2023-12-08 01:52:40
 0  1 7999436 143224  39996 810120    0    0     4    70 2429 6152  4  4 90  2  0 2023-12-08 01:52:45
 0  0 7999436 143380  40004 810168    0    0     0     6 2240 5807  3  3 93  0  0 2023-12-08 01:52:50
 0  0 7999436 150540  40012 804584    0    0     0     4 2233 5705  3  4 92  0  0 2023-12-08 01:52:55
 1  0 7999436 145244  40020 809924    0    0     0    26 2158 5603  3  3 94  0  0 2023-12-08 01:53:00
 0  0 7999436 149236  40028 804592    0    0     0     8 2171 5627  3  3 93  0  0 2023-12-08 01:53:05
 0  0 7999436 150072  40036 804592    0    0     0     6 2187 5737  3  4 93  0  0 2023-12-08 01:53:10
 2  0 7999436 143188  40068 810176    0    0     0    69 2228 5728  3  4 92  1  0 2023-12-08 01:53:15
 0  0 7999436 143348  40076 810176    0    0     0    58 2297 5916  4  3 93  0  0 2023-12-08 01:53:20
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 1  0 7999436 148276  40084 804592    0    0     0     8 2173 5617  3  3 93  0  0 2023-12-08 01:53:25
 0  0 7999436 148216  40092 804592    0    0     0     6 2149 5583  3  4 93  0  0 2023-12-08 01:53:30
 0  0 7999436 148184  40100 804592    0    0     0    26 2204 5616  3  4 93  0  0 2023-12-08 01:53:35
 0  0 7999436 148124  40108 804592    0    0     0     4 2208 5635  3  4 93  0  0 2023-12-08 01:53:40
 2  0 7999436 142536  40140 810296    0    0     0    78 2210 5671  3  4 92  1  0 2023-12-08 01:53:45
 0  0 7999436 140884  40148 810176    0    0     0    54 2194 5664  3  4 93  0  0 2023-12-08 01:53:50
 0  0 7999436 147320  40156 804788    0    0    38    10 2171 5594  4  3 93  1  0 2023-12-08 01:53:55
 0  0 7999436 142616  40164 810124    0    0     0     7 2170 5636  3  3 93  0  0 2023-12-08 01:54:00
 0  0 7999436 147724  40172 804924    0    0     0     8 2187 5639  4  4 93  0  0 2023-12-08 01:54:05
 0  0 7999436 146980  40180 805008    0    0    17     4 2148 5634  4  4 92  0  0 2023-12-08 01:54:10
 0  0 7999436 141244  40212 810648    0    0     0    32 2217 5721  4  3 92  1  0 2023-12-08 01:54:15
 0  0 7999436 141308  40220 810592    0    0     0    14 2251 5915  4  4 92  0  0 2023-12-08 01:54:20
 1  0 7999436 146392  40228 805008    0    0     0    70 2204 5668  4  3 93  0  0 2023-12-08 01:54:25
 0  0 7999436 146052  40236 805132    0    0    25    11 2149 5572  3  3 93  0  0 2023-12-08 01:54:30
 0  0 7999436 144392  40244 805132    0    0     0    52 2214 5694  3  3 93  0  0 2023-12-08 01:54:35
 0  0 7999436 144300  40252 805132    0    0     0    14 2141 5592  3  3 93  0  0 2023-12-08 01:54:40
 0  0 7999436 139060  40284 810716    0    0     0    34 2188 5651  3  4 92  1  0 2023-12-08 01:54:45
 1  0 7999484 141796  31540 787712    0   10    84    23 2219 5729  6  4 89  1  0 2023-12-08 01:54:50
 0  0 7999484 200060  30476 767312    0    0    20  2768 2203 5744  8  3 87  3  0 2023-12-08 01:54:55
 0  0 7999484 193680  30484 773144    0    0     0    14 2140 5545  3  4 93  0  0 2023-12-08 01:55:00
 0  0 7999484 198912  30492 767940    0    0     0    52 2147 5531  3  3 93  0  0 2023-12-08 01:55:05
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 1  0 7999484 193760  30500 768148    0    0    25    86 2313 5979  4  4 91  1  0 2023-12-08 01:55:10
 0  0 7999484 190528  30540 773868    0    0    21    42 2208 5661  3  3 92  2  0 2023-12-08 01:55:15
 0  0 7999484 192460  30576 773832    0    0     9    15 2278 5968  4  4 92  1  0 2023-12-08 01:55:20
 1  0 7999484 200676  30584 768268    0    0     1   465 2207 5700  4  3 92  1  0 2023-12-08 01:55:25
 0  0 7999484 200056  31256 768276    0    0   134     4 2208 5643  3  4 92  1  0 2023-12-08 01:55:30
 3  0 7999484 199900  31264 768276    0    0     0    50 2235 5688  3  4 93  0  0 2023-12-08 01:55:35
 0  0 7999484 199900  31272 768276    0    0     0    34 2205 5633  3  4 92  0  0 2023-12-08 01:55:40
 0  0 7999484 193544  31304 773820    0    0     0   126 2272 5691  3  3 92  1  0 2023-12-08 01:55:45
 1  0 7999484 193016  31312 773924    0    0    13    16 2220 5789  3  4 93  1  0 2023-12-08 01:55:50
 0  0 7999484 199928  31320 768340    0    0     0     4 2207 5669  4  4 92  0  0 2023-12-08 01:55:55
 0  0 7999484 194540  31328 774192    0    0     0     4 2116 5476  3  4 92  0  0 2023-12-08 01:56:00
 1  0 7999484 200888  31336 768352    0    0     0     8 2213 5705  3  3 93  0  0 2023-12-08 01:56:05
 0  0 7999484 200020  31344 768372    0    0     4     9 2192 5761  4  3 93  0  0 2023-12-08 01:56:10
 0  0 7999484 191276  31376 773988    0    0     2    50 2254 5700  4  3 92  1  0 2023-12-08 01:56:15
 1  0 7999484 188888  31444 774276    0    0    63   112 2558 6507  5  4 90  2  0 2023-12-08 01:56:20
 0  0 7999484 193784  31452 768872    0    0    28     6 2241 5820  3  4 93  0  0 2023-12-08 01:56:25
 0  0 7999484 193908  31460 768872    0    0     0     4 2145 5561  3  4 93  0  0 2023-12-08 01:56:30
 0  0 7999484 193784  31468 768872    0    0     0    58 2187 5626  3  4 93  0  0 2023-12-08 01:56:35
 0  0 7999484 193412  31476 768872    0    0     0     5 2231 5807  4  3 93  0  0 2023-12-08 01:56:40
 0  0 7999484 187708  31500 774456    0    0     0    53 2222 5709  3  3 92  1  0 2023-12-08 01:56:45
 0  0 7999484 187988  31508 774540    0    0    17    22 2214 5718  3  4 93  0  0 2023-12-08 01:56:50
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 0  0 7999484 193288  31516 768956    0    0     0     4 2216 5662  4  3 93  0  0 2023-12-08 01:56:55
 0  0 7999484 188144  31524 774292    0    0     0     4 2131 5525  3  4 93  0  0 2023-12-08 01:57:00
 0  0 7999484 192700  31532 769088    0    0     0     9 2236 5765  3  3 94  0  0 2023-12-08 01:57:05
 0  0 7999484 195396  31540 769088    0    0     0     4 2241 5793  3  4 92  0  0 2023-12-08 01:57:10
 0  0 7999484 189656  31572 775060    0    0    54    79 2563 6713  3  5 91  1  0 2023-12-08 01:57:15
 0  0 7999484 190004  31580 775004    0    0     0    18 2349 6101  4  3 93  0  0 2023-12-08 01:57:20
 0  0 7999484 194900  31588 769448    0    0    18     4 2457 6588  4  4 92  0  0 2023-12-08 01:57:25
 0  0 7999484 193380  31596 769448    0    0     0     4 2272 5829  4  3 92  0  0 2023-12-08 01:57:30
 1  0 7999484 193288  31604 769448    0    0     0    50 2184 5596  3  4 93  0  0 2023-12-08 01:57:35
 0  0 7999484 193256  31612 769448    0    0     0     5 2146 5585  3  4 93  0  0 2023-12-08 01:57:40
 0  0 7999484 187180  31652 775100    0    0    13    71 2181 5653  3  3 91  2  0 2023-12-08 01:57:45
 0  0 7999484 185228  31660 775420    0    0    72    51 2215 5713  4  3 92  1  0 2023-12-08 01:57:50
 0  0 7999484 190716  31668 769876    0    0     0     9 2245 5759  3  4 93  0  0 2023-12-08 01:57:55
 1  0 7999484 185448  31676 775212    0    0     0     5 2160 5588  3  4 93  0  0 2023-12-08 01:58:00
 2  0 7999484 190556  31684 770008    0    0     0     7 2168 5613  3  3 93  0  0 2023-12-08 01:58:05
 1  0 7999484 190124  31692 770128    0    0     0     7 2196 5724  4  4 92  0  0 2023-12-08 01:58:10
 0  0 7999484 184452  31724 775632    0    0     0    33 2187 5638  4  3 92  1  0 2023-12-08 01:58:15
 0  0 7999484 184576  31732 775788    0    0    21    57 2227 5760  4  4 92  1  0 2023-12-08 01:58:20
 1  0 7999484 189784  31740 770244    0    0     0    64 2205 5710  3  4 93  0  0 2023-12-08 01:58:25
 0  0 7999484 189940  31748 770344    0    0    19     7 2189 5731  3  4 88  4  0 2023-12-08 01:58:30
 0  0 7999484 189320  31756 770344    0    0     0     4 2193 5689  3  4 93  0  0 2023-12-08 01:58:35
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 0  0 7999484 188248  31764 770412    0    0    14     5 2172 5647  3  4 93  1  0 2023-12-08 01:58:40
 0  0 7999484 186280  31796 776432    0    0    86    34 2207 5751  3  3 92  1  0 2023-12-08 01:58:45
 0  0 7999484 186188  31804 776432    0    0     0    11 2168 5636  3  3 93  0  0 2023-12-08 01:58:50
 0  0 7999484 191892  31812 770848    0    0     0     6 2197 5675  3  4 93  0  0 2023-12-08 01:58:55
 0  0 7999484 185336  31820 776188    0    0     0    27 2179 5556  3  4 93  0  0 2023-12-08 01:59:00
 0  0 7999484 191348  31828 770856    0    0     0   100 2198 5625  3  3 93  0  0 2023-12-08 01:59:05
 1  0 7999484 190668  31836 771036    0    0    54     7 2268 5867  4  4 92  1  0 2023-12-08 01:59:10
 0  0 7999484 185272  31868 776712    0    0     0   129 2215 5674  3  3 93  1  0 2023-12-08 01:59:15
 0  0 7999484 184188  31876 776824    0    0    30    13 2236 5856  3  4 92  1  0 2023-12-08 01:59:20
 0  0 7999484 189644  31884 771280    0    0     0     5 2253 5852  3  4 93  0  0 2023-12-08 01:59:25
 1  0 7999484 189332  31892 771280    0    0     0     4 2137 5536  3  3 93  0  0 2023-12-08 01:59:30
 0  0 7999484 189116  31900 771280    0    0     0     4 2173 5628  3  4 93  0  0 2023-12-08 01:59:35
 0  0 7999484 187796  31908 771288    0    0     2     7 2171 5623  3  4 93  1  0 2023-12-08 01:59:40
 1  0 7999484 183876  31940 776952    0    0     8    34 2234 5733  3  4 92  1  0 2023-12-08 01:59:45
 0  0 7999484 184212  31948 777092    0    0    11    80 2204 5717  3  4 92  1  0 2023-12-08 01:59:50
 0  0 7999484 189420  31956 771388    0    0     0     5 2170 5636  3  4 93  0  0 2023-12-08 01:59:55
 0  0 7999476 179032  32288 778744    2    0   250    90 2500 16822 10  4 84  2  0 2023-12-08 02:00:00
 0  0 7999460 172732  33336 784500    6    0   352    20 2401 8633 11  4 83  2  0 2023-12-08 02:00:05
 1  0 7999460 174684  33344 782432    0    0    12     9 2278 6078  5  4 91  0  0 2023-12-08 02:00:10
 1  0 7999460 169188  33376 787012    0    0   477    35 2383 28207  6  5 85  3  0 2023-12-08 02:00:15
 0  0 7999460 164244  33660 792052    0    0   255    15 2428 8351  5  3 91  1  0 2023-12-08 02:00:20
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 1  0 7999460 168328  33668 786920    0    0    55     8 2380 20276  5  5 89  1  0 2023-12-08 02:00:25
 1  0 7999460 167220  33676 786684    0    0     8   130 2375 31757  5  6 88  0  0 2023-12-08 02:00:30
 0  0 7999460 157788  33684 798328    0    0    18   118 2426 35820  6  6 82  6  0 2023-12-08 02:00:35
 0  0 7999460 166436  33692 787488    0    0     2     8 2410 25671  7  5 88  0  0 2023-12-08 02:00:40
 0  0 7999460 166832  33724 787676    0    0     0    37 2249 5862  4  3 92  1  0 2023-12-08 02:00:45
 0  0 7999460 161020  33732 793196    0    0     0    13 2251 5855  4  3 93  0  0 2023-12-08 02:00:50
 0  0 7999460 158788  33748 793204    0    0    60    11 2298 5907  4  4 92  1  0 2023-12-08 02:00:55
 0  0 7999460 164104  33756 788228    0    0    70    87 2208 5713  3  4 93  0  0 2023-12-08 02:01:00
 0  0 7999460 159160  33772 793584    0    0     0    37 2188 5658  3  3 93  0  0 2023-12-08 02:01:05
 0  0 7999460 166088  33780 788208    0    0     0   149 2218 5737  4  4 93  0  0 2023-12-08 02:01:10
 1  0 7999460 159956  33812 793740    0    0     0    34 2271 5901  3  3 92  1  0 2023-12-08 02:01:15
 0  0 7999460 159032  33876 794228    0    0    61    66 3107 6874  6  4 88  2  0 2023-12-08 02:01:20
 0  0 7999460 163992  33884 788604    0    0     0     6 2291 5784  3  4 93  0  0 2023-12-08 02:01:25
 0  0 7999460 164304  33892 788608    0    0     0    58 2151 5594  3  4 93  0  0 2023-12-08 02:01:30
 0  0 7999460 162056  33900 790316    0    0    11    15 2306 25194  4  6 90  0  0 2023-12-08 02:01:35
 0  0 7999460 151228  33908 799768    0    0    22    58 2367 26603  6  5 88  0  0 2023-12-08 02:01:40
 0  1 7999460 159220  33940 789492    0    0    45    68 2292 16506  4  4 90  1  0 2023-12-08 02:01:45
 0  1 7999460 150856  33948 798040    0    0    84    13 2285 13335  5  4 90  1  0 2023-12-08 02:01:50
 0  1 7999460 158412  33956 789944    0    0     0   152 2322 6231  5  3 92  0  0 2023-12-08 02:01:55
 0  1 7999460 160884  33964 790188    0    0     0     9 2249 6190  5  4 91  0  0 2023-12-08 02:02:00
 0  1 7999460 158760  33972 790124    0    0     0     7 2305 6412  5  4 91  0  0 2023-12-08 02:02:05
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 IST
 1  1 7999460 156868  33980 790444    0    0    62    10 2322 6640  5  4 90  1  0 2023-12-08 02:02:10
 0  1 7999460 153700  33988 793812    0    0   559     9 2518 33321  8  6 83  3  0 2023-12-08 02:02:15
 0  0 7997344 140388  34012 803780  584    0   647    26 2647 19144 11  5 80  4  0 2023-12-08 02:02:20
 1  1 7999484 133752  31124 805564   26  442  6755   866 2673 23365  7  5 64 25  0 2023-12-08 02:02:25
 0  1 7999484 132668  23880 798804    0    0  8442    33 2560 20649  4  5 59 32  0 2023-12-08 02:02:30
 1  3 7999484 144516  17756 781324    4    4  8964   247 2561 14456  4  4 59 33  0 2023-12-08 02:02:35
 0  7 7999484 141572  12380 776000    7    6  7221   103 2581 29324  4  5 27 64  0 2023-12-08 02:02:40
 0  7 7999484 130200  13288 766908   11    6  4642   148 2467 30656  3  4 25 68  0 2023-12-08 02:02:45
 0 13 7999484 110752  12216 772928    0    0  9259   126 4181 9938  3  2  6 89  0 2023-12-08 02:02:50
 1  7 7999484 123460  11696 759400    0    0  7928   122 2875 6980  2  2 25 71  0 2023-12-08 02:02:56
 1  6 7999484 143596   8912 732000    0    0  6870    32 2604 6504  2  3 17 78  0 2023-12-08 02:03:01
 0 11 7999484 124904   9536 747240    0    0  6208    14 2423 22659  3  3  7 86  0 2023-12-08 02:03:06
 1 10 7999484 120476  10828 754780    0    0  9119    12 2814 41303  5  5  7 83  0 2023-12-08 02:03:11
